Place_ID X Date,target
7N5XYRU X 2020-01-15,155.14
7N5XYRU X 2020-01-16,88.24
7N5XYRU X 2020-01-17,101.91
7N5XYRU X 2020-01-18,103.06
7N5XYRU X 2020-01-19,94.34
7N5XYRU X 2020-01-20,115.01
7N5XYRU X 2020-01-21,104.95
7N5XYRU X 2020-01-22,71.82
7N5XYRU X 2020-01-23,66.24
7N5XYRU X 2020-01-24,70.94
7N5XYRU X 2020-01-25,115.94
7N5XYRU X 2020-01-26,111.26
7N5XYRU X 2020-01-27,125.29
7N5XYRU X 2020-01-28,65.84
7N5XYRU X 2020-01-29,45.0
7N5XYRU X 2020-01-30,86.92
7N5XYRU X 2020-01-31,106.88
7N5XYRU X 2020-02-01,73.41
7N5XYRU X 2020-02-02,29.43
7N5XYRU X 2020-02-03,31.19
7N5XYRU X 2020-02-04,44.17
7N5XYRU X 2020-02-05,31.83
7N5XYRU X 2020-02-06,83.12
7N5XYRU X 2020-02-07,54.62
7N5XYRU X 2020-02-08,86.11
7N5XYRU X 2020-02-09,56.03
7N5XYRU X 2020-02-10,95.4
7N5XYRU X 2020-02-11,87.97
7N5XYRU X 2020-02-12,80.47
7N5XYRU X 2020-02-13,27.9
7N5XYRU X 2020-02-14,43.13
7N5XYRU X 2020-02-15,46.01
7N5XYRU X 2020-02-16,38.35
7N5XYRU X 2020-02-17,54.46
7N5XYRU X 2020-02-18,46.8
7N5XYRU X 2020-02-19,44.26
7N5XYRU X 2020-02-20,66.1
7N5XYRU X 2020-02-21,71.02
7N5XYRU X 2020-02-22,56.98
7N5XYRU X 2020-02-23,57.78
7N5XYRU X 2020-02-24,42.26
7N5XYRU X 2020-02-25,55.87
7N5XYRU X 2020-02-26,70.39
7N5XYRU X 2020-02-27,70.7
7N5XYRU X 2020-02-28,83.64
7N5XYRU X 2020-02-29,51.23
7N5XYRU X 2020-03-01,64.95
7N5XYRU X 2020-03-02,75.31
7N5XYRU X 2020-03-03,82.44
7N5XYRU X 2020-03-04,48.32
7N5XYRU X 2020-03-05,60.05
7N5XYRU X 2020-03-06,76.38
7N5XYRU X 2020-03-07,82.48
7N5XYRU X 2020-03-08,50.7
7N5XYRU X 2020-03-09,59.18
7N5XYRU X 2020-03-10,76.62
7N5XYRU X 2020-03-11,60.27
7N5XYRU X 2020-03-12,28.72
7N5XYRU X 2020-03-13,52.23
7N5XYRU X 2020-03-14,46.32
7N5XYRU X 2020-03-15,42.01
7N5XYRU X 2020-03-16,63.2
7N5XYRU X 2020-03-17,47.29
7N5XYRU X 2020-03-18,51.39
7N5XYRU X 2020-03-19,24.04
7N5XYRU X 2020-03-20,51.88
7N5XYRU X 2020-03-21,29.88
7N5XYRU X 2020-03-22,43.72
7N5XYRU X 2020-03-23,44.92
7N5XYRU X 2020-03-24,73.91
7N5XYRU X 2020-03-25,77.6
7N5XYRU X 2020-03-26,30.65
7N5XYRU X 2020-03-27,34.84
7N5XYRU X 2020-03-28,50.55
7N5XYRU X 2020-03-29,54.2
7N5XYRU X 2020-03-30,70.67
7N5XYRU X 2020-03-31,35.23
7N5XYRU X 2020-04-01,40.16
7N5XYRU X 2020-04-02,29.31
7N5XYRU X 2020-04-03,31.8
7N5XYRU X 2020-04-04,44.94
7SZW1UF X 2020-01-02,59.68
7SZW1UF X 2020-01-03,40.78
7SZW1UF X 2020-01-04,43.39
7SZW1UF X 2020-01-05,31.11
7SZW1UF X 2020-01-06,55.11
7SZW1UF X 2020-01-07,59.76
7SZW1UF X 2020-01-08,46.4
7SZW1UF X 2020-01-09,32.77
7SZW1UF X 2020-01-10,54.08
7SZW1UF X 2020-01-11,41.89
7SZW1UF X 2020-01-12,70.11
7SZW1UF X 2020-01-13,34.79
7SZW1UF X 2020-01-14,38.44
7SZW1UF X 2020-01-15,37.52
7SZW1UF X 2020-01-16,61.69
7SZW1UF X 2020-01-17,87.92
7SZW1UF X 2020-01-18,36.83
7SZW1UF X 2020-01-19,49.01
7SZW1UF X 2020-01-20,36.92
7SZW1UF X 2020-01-21,63.06
7SZW1UF X 2020-01-22,58.34
7SZW1UF X 2020-01-23,57.96
7SZW1UF X 2020-01-24,74.76
7SZW1UF X 2020-01-25,63.28
7SZW1UF X 2020-01-26,51.24
7SZW1UF X 2020-01-27,44.95
7SZW1UF X 2020-01-28,58.27
7SZW1UF X 2020-01-29,34.17
7SZW1UF X 2020-01-30,40.01
7SZW1UF X 2020-01-31,55.17
7SZW1UF X 2020-02-01,58.64
7SZW1UF X 2020-02-02,41.77
7SZW1UF X 2020-02-03,54.4
7SZW1UF X 2020-02-04,35.39
7SZW1UF X 2020-02-05,35.78
7SZW1UF X 2020-02-06,42.06
7SZW1UF X 2020-02-07,71.65
7SZW1UF X 2020-02-08,61.98
7SZW1UF X 2020-02-09,41.25
7SZW1UF X 2020-02-10,49.79
7SZW1UF X 2020-02-11,57.16
7SZW1UF X 2020-02-12,33.24
7SZW1UF X 2020-02-13,49.23
7SZW1UF X 2020-02-14,42.04
7SZW1UF X 2020-02-15,46.46
7SZW1UF X 2020-02-16,44.36
7SZW1UF X 2020-02-17,48.44
7SZW1UF X 2020-02-18,36.18
7SZW1UF X 2020-02-19,34.91
7SZW1UF X 2020-02-20,48.01
7SZW1UF X 2020-02-21,40.79
7SZW1UF X 2020-02-22,50.91
7SZW1UF X 2020-02-23,33.39
7SZW1UF X 2020-02-24,35.05
7SZW1UF X 2020-02-25,42.05
7SZW1UF X 2020-02-26,45.39
7SZW1UF X 2020-02-27,63.29
7SZW1UF X 2020-02-28,50.56
7SZW1UF X 2020-02-29,47.42
7SZW1UF X 2020-03-01,62.82
7SZW1UF X 2020-03-02,50.12
7SZW1UF X 2020-03-03,74.64
7SZW1UF X 2020-03-04,43.21
7SZW1UF X 2020-03-05,51.44
7SZW1UF X 2020-03-06,49.59
7SZW1UF X 2020-03-07,45.63
7SZW1UF X 2020-03-08,58.85
7SZW1UF X 2020-03-09,50.39
7SZW1UF X 2020-03-10,49.88
7SZW1UF X 2020-03-11,39.34
7SZW1UF X 2020-03-12,36.27
7SZW1UF X 2020-03-13,44.58
7SZW1UF X 2020-03-14,43.13
7SZW1UF X 2020-03-15,58.85
7SZW1UF X 2020-03-16,57.12
7SZW1UF X 2020-03-17,62.23
7SZW1UF X 2020-03-18,51.76
7SZW1UF X 2020-03-19,51.89
7SZW1UF X 2020-03-20,51.41
7SZW1UF X 2020-03-21,38.05
7SZW1UF X 2020-03-22,42.8
7SZW1UF X 2020-03-23,52.02
7SZW1UF X 2020-03-24,44.53
7SZW1UF X 2020-03-25,51.22
7SZW1UF X 2020-03-26,65.92
7SZW1UF X 2020-03-27,74.7
7SZW1UF X 2020-03-28,56.4
7SZW1UF X 2020-03-29,68.72
7SZW1UF X 2020-03-30,31.0
7SZW1UF X 2020-03-31,52.1
7SZZTH1 X 2020-01-02,88.07
7SZZTH1 X 2020-01-03,40.77
7SZZTH1 X 2020-01-04,59.43
7SZZTH1 X 2020-01-05,25.13
7SZZTH1 X 2020-01-06,40.17
7SZZTH1 X 2020-01-07,47.89
7SZZTH1 X 2020-01-08,28.96
7SZZTH1 X 2020-01-09,39.39
7SZZTH1 X 2020-01-10,31.5
7SZZTH1 X 2020-01-11,40.54
7SZZTH1 X 2020-01-12,42.96
7SZZTH1 X 2020-01-13,39.65
7SZZTH1 X 2020-01-14,46.61
7SZZTH1 X 2020-01-15,27.18
7SZZTH1 X 2020-01-16,41.68
7SZZTH1 X 2020-01-17,64.8
7SZZTH1 X 2020-01-18,38.51
7SZZTH1 X 2020-01-19,34.04
7SZZTH1 X 2020-01-20,37.88
7SZZTH1 X 2020-01-21,39.48
7SZZTH1 X 2020-01-22,47.77
7SZZTH1 X 2020-01-23,52.59
7SZZTH1 X 2020-01-24,47.45
7SZZTH1 X 2020-01-25,62.74
7SZZTH1 X 2020-01-26,41.72
7SZZTH1 X 2020-01-27,44.42
7SZZTH1 X 2020-01-28,42.32
7SZZTH1 X 2020-01-29,38.5
7SZZTH1 X 2020-01-30,42.05
7SZZTH1 X 2020-01-31,32.44
7SZZTH1 X 2020-02-01,31.59
7SZZTH1 X 2020-02-02,41.89
7SZZTH1 X 2020-02-03,32.86
7SZZTH1 X 2020-02-04,39.0
7SZZTH1 X 2020-02-05,44.76
7SZZTH1 X 2020-02-06,43.8
7SZZTH1 X 2020-02-07,42.92
7SZZTH1 X 2020-02-08,48.49
7SZZTH1 X 2020-02-09,30.82
7SZZTH1 X 2020-02-10,44.04
7SZZTH1 X 2020-02-11,45.33
7SZZTH1 X 2020-02-12,44.18
7SZZTH1 X 2020-02-13,40.17
7SZZTH1 X 2020-02-14,68.14
7SZZTH1 X 2020-02-15,63.14
7SZZTH1 X 2020-02-16,27.54
7SZZTH1 X 2020-02-17,31.35
7SZZTH1 X 2020-02-18,36.88
7SZZTH1 X 2020-02-19,38.16
7SZZTH1 X 2020-02-20,43.22
7SZZTH1 X 2020-02-21,44.03
7SZZTH1 X 2020-02-22,41.77
7SZZTH1 X 2020-02-23,39.78
7SZZTH1 X 2020-02-24,28.1
7SZZTH1 X 2020-02-25,42.04
7SZZTH1 X 2020-02-26,42.49
7SZZTH1 X 2020-02-27,44.5
7SZZTH1 X 2020-02-28,48.75
7SZZTH1 X 2020-02-29,69.85
7SZZTH1 X 2020-03-01,29.74
7SZZTH1 X 2020-03-02,37.0
7SZZTH1 X 2020-03-03,39.35
7SZZTH1 X 2020-03-04,30.85
7SZZTH1 X 2020-03-05,44.75
7SZZTH1 X 2020-03-06,41.9
7SZZTH1 X 2020-03-07,20.38
7SZZTH1 X 2020-03-08,47.61
7SZZTH1 X 2020-03-09,40.55
7SZZTH1 X 2020-03-10,39.6
7SZZTH1 X 2020-03-11,34.73
7SZZTH1 X 2020-03-12,29.94
7SZZTH1 X 2020-03-13,34.91
7SZZTH1 X 2020-03-14,17.99
7SZZTH1 X 2020-03-15,45.83
7SZZTH1 X 2020-03-16,38.23
7SZZTH1 X 2020-03-17,41.69
7SZZTH1 X 2020-03-18,25.22
7SZZTH1 X 2020-03-19,34.6
7SZZTH1 X 2020-03-20,40.28
7SZZTH1 X 2020-03-21,22.62
7SZZTH1 X 2020-03-22,58.18
7SZZTH1 X 2020-03-23,22.31
7SZZTH1 X 2020-03-24,48.96
7SZZTH1 X 2020-03-25,53.89
7SZZTH1 X 2020-03-26,52.89
7SZZTH1 X 2020-03-27,52.11
7SZZTH1 X 2020-03-28,41.44
7SZZTH1 X 2020-03-29,17.27
7SZZTH1 X 2020-03-30,55.85
7SZZTH1 X 2020-03-31,40.44
7SZZTH1 X 2020-04-01,41.62
7SZZTH1 X 2020-04-02,37.21
7SZZTH1 X 2020-04-03,44.13
7SZZTH1 X 2020-04-04,37.04
7VQXRXL X 2020-01-02,43.45
7VQXRXL X 2020-01-03,34.45
7VQXRXL X 2020-01-04,63.97
7VQXRXL X 2020-01-05,46.51
7VQXRXL X 2020-01-06,55.08
7VQXRXL X 2020-01-07,79.98
7VQXRXL X 2020-01-08,51.97
7VQXRXL X 2020-01-09,74.76
7VQXRXL X 2020-01-10,45.31
7VQXRXL X 2020-01-11,45.77
7VQXRXL X 2020-01-12,50.36
7VQXRXL X 2020-01-13,36.08
7VQXRXL X 2020-01-14,33.33
7VQXRXL X 2020-01-15,66.18
7VQXRXL X 2020-01-16,60.07
7VQXRXL X 2020-01-17,59.51
7VQXRXL X 2020-01-18,56.42
7VQXRXL X 2020-01-19,56.05
7VQXRXL X 2020-01-20,53.35
7VQXRXL X 2020-01-21,47.93
7VQXRXL X 2020-01-22,30.34
7VQXRXL X 2020-01-23,37.66
7VQXRXL X 2020-01-24,24.89
7VQXRXL X 2020-01-25,19.52
7VQXRXL X 2020-01-26,43.14
7VQXRXL X 2020-01-27,47.44
7VQXRXL X 2020-01-28,60.54
7VQXRXL X 2020-01-29,50.31
7VQXRXL X 2020-01-30,48.45
7VQXRXL X 2020-01-31,55.15
7VQXRXL X 2020-02-01,20.19
7VQXRXL X 2020-02-02,38.53
7VQXRXL X 2020-02-03,41.81
7VQXRXL X 2020-02-04,51.05
7VQXRXL X 2020-02-05,54.13
7VQXRXL X 2020-02-06,62.72
7VQXRXL X 2020-02-07,46.76
7VQXRXL X 2020-02-08,45.33
7VQXRXL X 2020-02-09,23.09
7VQXRXL X 2020-02-10,54.04
7VQXRXL X 2020-02-11,60.59
7VQXRXL X 2020-02-12,53.36
7VQXRXL X 2020-02-13,48.73
7VQXRXL X 2020-02-14,36.16
7VQXRXL X 2020-02-15,62.83
7VQXRXL X 2020-02-16,47.39
7VQXRXL X 2020-02-17,48.36
7VQXRXL X 2020-02-18,52.8
7VQXRXL X 2020-02-19,54.32
7VQXRXL X 2020-02-20,59.07
7VQXRXL X 2020-02-21,82.77
7VQXRXL X 2020-02-22,58.13
7VQXRXL X 2020-02-23,50.09
7VQXRXL X 2020-02-24,46.24
7VQXRXL X 2020-02-25,47.35
7VQXRXL X 2020-02-26,45.43
7VQXRXL X 2020-02-27,59.4
7VQXRXL X 2020-02-28,45.72
7VQXRXL X 2020-02-29,45.01
7VQXRXL X 2020-03-01,45.12
7VQXRXL X 2020-03-02,55.71
7VQXRXL X 2020-03-03,52.56
7VQXRXL X 2020-03-04,49.25
7VQXRXL X 2020-03-05,55.01
7VQXRXL X 2020-03-06,53.12
7VQXRXL X 2020-03-07,58.82
7VQXRXL X 2020-03-08,63.68
7VQXRXL X 2020-03-09,62.61
7VQXRXL X 2020-03-10,53.36
7VQXRXL X 2020-03-11,52.05
7VQXRXL X 2020-03-12,60.76
7VQXRXL X 2020-03-13,47.47
7VQXRXL X 2020-03-14,45.59
7VQXRXL X 2020-03-15,31.25
7VQXRXL X 2020-03-16,47.28
7VQXRXL X 2020-03-17,47.56
7VQXRXL X 2020-03-18,56.47
7VQXRXL X 2020-03-19,59.89
7VQXRXL X 2020-03-20,56.35
7VQXRXL X 2020-03-21,47.31
7VQXRXL X 2020-03-22,52.78
7VQXRXL X 2020-03-23,45.27
7VQXRXL X 2020-03-24,58.19
7VQXRXL X 2020-03-25,56.05
7VQXRXL X 2020-03-26,49.58
7VQXRXL X 2020-03-27,47.75
7VQXRXL X 2020-03-28,45.86
7VQXRXL X 2020-03-29,54.42
7VQXRXL X 2020-03-30,53.84
7VQXRXL X 2020-03-31,33.41
7VQXRXL X 2020-04-01,49.83
8196WE6 X 2020-01-02,69.25
8196WE6 X 2020-01-03,47.39
8196WE6 X 2020-01-04,50.41
8196WE6 X 2020-01-05,36.2
8196WE6 X 2020-01-06,40.13
8196WE6 X 2020-01-07,40.18
8196WE6 X 2020-01-08,42.14
8196WE6 X 2020-01-09,46.91
8196WE6 X 2020-01-10,53.81
8196WE6 X 2020-01-11,51.6
8196WE6 X 2020-01-12,36.95
8196WE6 X 2020-01-13,52.3
8196WE6 X 2020-01-14,51.28
8196WE6 X 2020-01-15,42.41
8196WE6 X 2020-01-16,44.94
8196WE6 X 2020-01-17,49.43
8196WE6 X 2020-01-18,43.36
8196WE6 X 2020-01-19,45.72
8196WE6 X 2020-01-20,42.77
8196WE6 X 2020-01-21,42.7
8196WE6 X 2020-01-22,39.92
8196WE6 X 2020-01-23,40.72
8196WE6 X 2020-01-24,37.15
8196WE6 X 2020-01-25,59.58
8196WE6 X 2020-01-26,45.32
8196WE6 X 2020-01-27,48.0
8196WE6 X 2020-01-28,38.9
8196WE6 X 2020-01-29,55.83
8196WE6 X 2020-01-30,39.21
8196WE6 X 2020-01-31,46.52
8196WE6 X 2020-02-01,41.2
8196WE6 X 2020-02-02,36.14
8196WE6 X 2020-02-03,27.43
8196WE6 X 2020-02-04,2.24
8196WE6 X 2020-02-05,52.83
8196WE6 X 2020-02-06,43.1
8196WE6 X 2020-02-07,48.69
8196WE6 X 2020-02-08,45.58
8196WE6 X 2020-02-09,59.11
8196WE6 X 2020-02-10,32.08
8196WE6 X 2020-02-11,40.67
8196WE6 X 2020-02-12,43.73
8196WE6 X 2020-02-13,53.03
8196WE6 X 2020-02-14,51.32
8196WE6 X 2020-02-15,37.98
8196WE6 X 2020-02-16,36.29
8196WE6 X 2020-02-17,26.41
8196WE6 X 2020-02-18,37.1
8196WE6 X 2020-02-19,37.48
8196WE6 X 2020-02-20,54.16
8196WE6 X 2020-02-21,42.07
8196WE6 X 2020-02-22,35.69
8196WE6 X 2020-02-23,38.52
8196WE6 X 2020-02-24,43.18
8196WE6 X 2020-02-25,50.77
8196WE6 X 2020-02-26,41.71
8196WE6 X 2020-02-27,36.2
8196WE6 X 2020-02-28,48.11
8196WE6 X 2020-02-29,54.55
8196WE6 X 2020-03-01,68.9
8196WE6 X 2020-03-02,37.05
8196WE6 X 2020-03-03,45.39
8196WE6 X 2020-03-04,28.31
8196WE6 X 2020-03-05,49.82
8196WE6 X 2020-03-06,36.21
8196WE6 X 2020-03-07,47.97
8196WE6 X 2020-03-08,46.38
8196WE6 X 2020-03-09,46.29
8196WE6 X 2020-03-10,31.41
8196WE6 X 2020-03-11,68.42
8196WE6 X 2020-03-12,34.41
8196WE6 X 2020-03-13,23.8
8196WE6 X 2020-03-14,26.55
8196WE6 X 2020-03-15,41.79
8196WE6 X 2020-03-16,35.56
8196WE6 X 2020-03-17,62.45
8196WE6 X 2020-03-18,37.07
8196WE6 X 2020-03-19,15.04
8196WE6 X 2020-03-20,23.82
8196WE6 X 2020-03-21,45.58
8196WE6 X 2020-03-22,41.5
8196WE6 X 2020-03-23,60.93
8196WE6 X 2020-03-24,36.15
8196WE6 X 2020-03-25,38.05
8196WE6 X 2020-03-26,46.55
8196WE6 X 2020-03-27,58.4
8196WE6 X 2020-03-28,40.82
8196WE6 X 2020-03-29,21.7
8196WE6 X 2020-03-30,45.82
8196WE6 X 2020-03-31,49.72
8196WE6 X 2020-04-01,39.58
8196WE6 X 2020-04-02,39.99
8196WE6 X 2020-04-03,42.37
8196WE6 X 2020-04-04,51.54
8CPKUI4 X 2020-01-02,56.3
8CPKUI4 X 2020-01-03,37.27
8CPKUI4 X 2020-01-04,156.82
8CPKUI4 X 2020-01-05,69.9
8CPKUI4 X 2020-01-06,28.22
8CPKUI4 X 2020-01-07,23.06
8CPKUI4 X 2020-01-08,26.59
8CPKUI4 X 2020-01-09,25.83
8CPKUI4 X 2020-01-10,143.42
8CPKUI4 X 2020-01-11,140.59
8CPKUI4 X 2020-01-12,122.84
8CPKUI4 X 2020-01-13,32.74
8CPKUI4 X 2020-01-14,41.07
8CPKUI4 X 2020-01-15,156.86
8CPKUI4 X 2020-01-16,136.69
8CPKUI4 X 2020-01-17,34.08
8CPKUI4 X 2020-01-18,21.3
8CPKUI4 X 2020-01-19,11.41
8CPKUI4 X 2020-01-20,110.14
8CPKUI4 X 2020-01-21,96.46
8CPKUI4 X 2020-01-22,29.1
8CPKUI4 X 2020-01-23,30.88
8CPKUI4 X 2020-01-24,33.07
8CPKUI4 X 2020-01-25,30.14
8CPKUI4 X 2020-01-26,97.85
8CPKUI4 X 2020-01-27,83.01
8CPKUI4 X 2020-01-28,123.89
8CPKUI4 X 2020-01-29,30.06
8CPKUI4 X 2020-01-30,33.04
8CPKUI4 X 2020-01-31,126.24
8CPKUI4 X 2020-02-01,150.76
8CPKUI4 X 2020-02-02,29.9
8CPKUI4 X 2020-02-03,29.34
8CPKUI4 X 2020-02-04,33.83
8CPKUI4 X 2020-02-05,117.68
8D39BT5 X 2020-01-02,38.08
8D39BT5 X 2020-01-03,57.48
8D39BT5 X 2020-01-04,63.04
8D39BT5 X 2020-01-05,65.48
8D39BT5 X 2020-01-06,52.2
8D39BT5 X 2020-01-07,38.81
8D39BT5 X 2020-01-08,27.77
8D39BT5 X 2020-01-09,59.34
8D39BT5 X 2020-01-10,65.37
8D39BT5 X 2020-01-11,51.41
8D39BT5 X 2020-01-12,24.88
8D39BT5 X 2020-01-13,38.64
8D39BT5 X 2020-01-14,69.9
8D39BT5 X 2020-01-15,64.07
8D39BT5 X 2020-01-16,62.24
8D39BT5 X 2020-01-17,66.79
8D39BT5 X 2020-01-18,70.79
8D39BT5 X 2020-01-19,53.19
8D39BT5 X 2020-01-20,34.93
8D39BT5 X 2020-01-21,31.98
8D39BT5 X 2020-01-22,51.23
8D39BT5 X 2020-01-23,31.86
8D39BT5 X 2020-01-24,36.35
8D39BT5 X 2020-01-25,69.49
8D39BT5 X 2020-01-26,48.24
8D39BT5 X 2020-02-02,67.04
8D39BT5 X 2020-02-03,40.28
8D39BT5 X 2020-02-04,48.88
8D39BT5 X 2020-02-05,50.79
8D39BT5 X 2020-02-06,37.74
8D39BT5 X 2020-02-07,46.28
8D39BT5 X 2020-02-08,50.67
8D39BT5 X 2020-02-09,59.89
8D39BT5 X 2020-02-10,51.73
8D39BT5 X 2020-02-11,52.07
8D39BT5 X 2020-02-12,56.08
8D39BT5 X 2020-02-13,39.45
8D39BT5 X 2020-02-14,49.05
8D39BT5 X 2020-02-15,46.69
8D39BT5 X 2020-02-16,53.1
8D39BT5 X 2020-02-17,46.88
8D39BT5 X 2020-02-18,45.6
8D39BT5 X 2020-02-19,61.41
8D39BT5 X 2020-02-20,45.44
8D39BT5 X 2020-02-21,39.32
8D39BT5 X 2020-02-22,38.71
8D39BT5 X 2020-02-23,56.94
8D39BT5 X 2020-02-24,41.85
8D39BT5 X 2020-02-25,44.76
8D39BT5 X 2020-02-26,41.8
8D39BT5 X 2020-02-27,52.85
8D39BT5 X 2020-02-28,46.39
8D39BT5 X 2020-02-29,41.29
8D39BT5 X 2020-03-01,54.29
8D39BT5 X 2020-03-02,38.59
8D39BT5 X 2020-03-03,48.32
8D39BT5 X 2020-03-04,40.09
8D39BT5 X 2020-03-05,39.26
8D39BT5 X 2020-03-06,39.33
8D39BT5 X 2020-03-07,49.37
8D39BT5 X 2020-03-08,56.43
8D39BT5 X 2020-03-09,45.41
8D39BT5 X 2020-03-10,54.93
8D39BT5 X 2020-03-11,50.06
8D39BT5 X 2020-03-12,35.16
8D39BT5 X 2020-03-13,43.07
8D39BT5 X 2020-03-14,34.62
8D39BT5 X 2020-03-15,25.64
8D39BT5 X 2020-03-16,41.95
8D39BT5 X 2020-03-17,52.92
8D39BT5 X 2020-03-18,50.6
8D39BT5 X 2020-03-19,58.94
8D39BT5 X 2020-03-20,57.5
8D39BT5 X 2020-03-21,79.38
8D39BT5 X 2020-03-22,48.25
8D39BT5 X 2020-03-23,40.82
8D39BT5 X 2020-03-24,36.46
8D39BT5 X 2020-03-25,35.91
8D39BT5 X 2020-03-26,46.07
8D39BT5 X 2020-03-27,50.07
8D39BT5 X 2020-03-28,42.65
8D39BT5 X 2020-03-29,52.74
8D39BT5 X 2020-03-30,46.15
8D39BT5 X 2020-03-31,54.73
8D39BT5 X 2020-04-01,26.17
8D39BT5 X 2020-04-02,55.27
8D39BT5 X 2020-04-03,46.82
8D39BT5 X 2020-04-04,83.07
8F0DFNG X 2020-01-03,60.3
8F0DFNG X 2020-01-07,53.26
8F0DFNG X 2020-01-08,48.52
8F0DFNG X 2020-01-09,46.51
8F0DFNG X 2020-01-10,56.81
8F0DFNG X 2020-01-11,37.22
8F0DFNG X 2020-01-12,59.44
8F0DFNG X 2020-01-13,52.75
8F0DFNG X 2020-01-14,42.65
8F0DFNG X 2020-01-15,46.34
8F0DFNG X 2020-01-16,52.23
8F0DFNG X 2020-01-17,60.76
8F0DFNG X 2020-01-18,44.18
8F0DFNG X 2020-01-19,40.99
8F0DFNG X 2020-01-20,31.73
8F0DFNG X 2020-01-21,38.32
8F0DFNG X 2020-01-22,42.59
8F0DFNG X 2020-01-23,45.98
8F0DFNG X 2020-01-24,53.53
8F0DFNG X 2020-01-25,45.97
8F0DFNG X 2020-01-26,53.7
8F0DFNG X 2020-01-27,44.27
8F0DFNG X 2020-01-29,40.55
8F0DFNG X 2020-01-30,45.7
8F0DFNG X 2020-01-31,38.59
8F0DFNG X 2020-02-01,43.19
8F0DFNG X 2020-02-02,55.08
8F0DFNG X 2020-02-03,47.86
8F0DFNG X 2020-02-04,39.71
8F0DFNG X 2020-02-05,31.18
8F0DFNG X 2020-02-06,52.02
8F0DFNG X 2020-02-07,50.37
8F0DFNG X 2020-02-08,47.78
8F0DFNG X 2020-02-09,63.78
8F0DFNG X 2020-02-10,47.74
8F0DFNG X 2020-02-11,54.17
8F0DFNG X 2020-02-12,60.69
8F0DFNG X 2020-02-13,50.18
8F0DFNG X 2020-02-14,57.94
8F0DFNG X 2020-02-17,53.98
8F0DFNG X 2020-02-18,23.24
8F0DFNG X 2020-02-19,53.68
8F0DFNG X 2020-02-20,46.92
8F0DFNG X 2020-02-21,41.6
8F0DFNG X 2020-02-22,44.43
8F0DFNG X 2020-02-23,40.67
8F0DFNG X 2020-02-24,43.39
8F0DFNG X 2020-02-25,50.98
8F0DFNG X 2020-02-26,41.99
8F0DFNG X 2020-02-27,37.42
8F0DFNG X 2020-02-28,43.76
8F0DFNG X 2020-02-29,52.49
8F0DFNG X 2020-03-01,41.71
8F0DFNG X 2020-03-02,38.67
8F0DFNG X 2020-03-03,33.13
8F0DFNG X 2020-03-04,48.91
8F0DFNG X 2020-03-05,41.55
8F0DFNG X 2020-03-06,39.64
8F0DFNG X 2020-03-07,25.48
8F0DFNG X 2020-03-08,50.16
8F0DFNG X 2020-03-09,54.95
8F0DFNG X 2020-03-10,48.26
8F0DFNG X 2020-03-11,40.93
8F0DFNG X 2020-03-12,46.12
8F0DFNG X 2020-03-13,46.5
8F0DFNG X 2020-03-14,41.49
8F0DFNG X 2020-03-15,55.31
8F0DFNG X 2020-03-16,44.03
8F0DFNG X 2020-03-17,27.81
8F0DFNG X 2020-03-18,28.95
8F0DFNG X 2020-03-19,47.63
8F0DFNG X 2020-03-20,45.14
8F0DFNG X 2020-03-21,42.56
8F0DFNG X 2020-03-22,45.79
8F0DFNG X 2020-03-23,47.81
8F0DFNG X 2020-03-27,37.44
8F0DFNG X 2020-03-28,51.78
8F0DFNG X 2020-03-29,51.56
8F0DFNG X 2020-03-30,47.17
8F0DFNG X 2020-03-31,47.28
8F0DFNG X 2020-04-01,47.11
8F0DFNG X 2020-04-02,44.25
8F0DFNG X 2020-04-03,40.82
8F0DFNG X 2020-04-04,51.74
8RC2FY4 X 2020-01-02,57.98
8RC2FY4 X 2020-01-03,91.02
8RC2FY4 X 2020-01-04,83.99
8RC2FY4 X 2020-01-05,89.93
8RC2FY4 X 2020-01-06,60.24
8RC2FY4 X 2020-01-07,62.79
8RC2FY4 X 2020-01-08,91.75
8RC2FY4 X 2020-01-09,98.53
8RC2FY4 X 2020-01-10,74.84
8RC2FY4 X 2020-01-11,90.15
8RC2FY4 X 2020-01-12,86.07
8RC2FY4 X 2020-01-13,94.46
8RC2FY4 X 2020-01-14,81.03
8RC2FY4 X 2020-01-15,83.03
8RC2FY4 X 2020-01-16,102.28
8RC2FY4 X 2020-01-17,74.26
8RC2FY4 X 2020-01-18,79.54
8RC2FY4 X 2020-01-19,55.98
8RC2FY4 X 2020-01-20,76.2
8RC2FY4 X 2020-01-21,95.36
8RC2FY4 X 2020-01-22,92.37
8RC2FY4 X 2020-01-23,88.43
8RC2FY4 X 2020-01-24,79.08
8RC2FY4 X 2020-01-25,48.55
8RC2FY4 X 2020-01-26,55.15
8RC2FY4 X 2020-01-27,92.58
8RC2FY4 X 2020-01-28,109.26
8RC2FY4 X 2020-01-29,83.45
8RC2FY4 X 2020-01-30,73.34
8RC2FY4 X 2020-01-31,87.81
8RC2FY4 X 2020-02-01,79.73
8RC2FY4 X 2020-02-02,56.22
8RC2FY4 X 2020-02-03,71.07
8RC2FY4 X 2020-02-04,54.47
8RC2FY4 X 2020-02-05,52.07
8RC2FY4 X 2020-02-06,65.81
8RC2FY4 X 2020-02-07,52.36
8RC2FY4 X 2020-02-08,74.59
